Date,Price
2021-08-15,0.348722
2021-08-16,0.3498375
2021-08-17,0.3452075
2021-08-18,0.3318445
2021-08-19,0.3216225
2021-08-20,0.3261205
2021-08-21,0.3312895
2021-08-22,0.3254485
2021-08-23,0.3248175
2021-08-24,0.3239255
2021-08-25,0.308286
2021-08-26,0
null      ,0
2021-08-28,0.2970075
2021-08-29,0
2021-08-30,0.290611
2022-08-31,0.290510
2021-09-01,0.290354
